sku,name,isVisible,description,Descripción,stock,category,aplication,presentation
2650,GNC KAN – MULTIGRADO 20w50,TRUE,"Aceite lubricante especialmente formulado para motores a gas natural comprimido (G.N.C) y nafta respectivamente.\nGNC-KAN fue diseñado para inhibir la formación de óxido de nitrógeno que se genera en mayor proporción en motores a gas natural comprimido ( G.N.C ), proporcionando mayor vida útil del motor gracias a su película protectora de polímero. Esta película sintética recubre las superficies metálicas protegiéndolas en el arranque en frío evitando su deterioro, además otorga un margen extra de resistencia a la oxidación por las altas temperaturas en motores a G.N.C. \nGNC KAN es recomendado para toda unidad que sufre las exigencias de un motor a G.N.C tanto en ciudad como en ruta. Este lubricante, obtuvo excelentes resultados en ensayos de campo realizados en flotas de taxis y transportes, logrando así desarrollar un producto que superó ampliamente las normas impuestas\n",,1,['Vehículos'],Aceite de Carter,Tambor 200 Litros Tambor 100 Litros Balde 20 Litros Bidón 4 Litros Bidón 1 Litro
2400,DHL2 MONOGRADO - LONG LIFE - DIESEL SAE 40 • MBA 228.1 -  LUBRICANTE LARGA VIDA -,TRUE,"Última tecnología en aceites lubricantes monogrado para larga duración en motores diesel de aspiración natural o turboalimentados de alto rendimiento, independiente del sistema de enfriamiento. • Lubricante de buena estabilidad a la oxidación.\n\n• Protege el motor por más tiempo contra el desgaste y la corrosión, manteniéndolo limpio.\n\n• Evita la formación de depósitos en los pistones y el pegado de aros.\n\n• Contiene un eficaz detergente - dispersante que mantiene en suspensión los productos residuales para ser separados en el filtro, el centrífugo y quitar su deposición sobre metales.\n\n• Recomendamos en usos normales lubrica hasta 30.000 kms. Aún con agregado de aceite para mantener el nivel. (Aconsejamos cambio de filtro a los 12.000 kms. o limpieza del sistema de filtrado cada 10.000 kms.\nAceite lubricante para motores de servicios severos de larga permanencia dentro del cárter aún con agregado para mantener nivel y con un elevado número de reserva alcalina. Formulado con bases parafínicas de distintas viscosidades, óptima refinación para lograr un excelente monogrado y un moderno paquete de aditivos para mantener limpio al motor, evitando el depósito del hollín y productos de la combustión.\n",,1,['Vehículos'],Aceite de Carter,Tambor 200 Litros Tambor 100 Litros Balde 20 Litros
2305,DHL 5  15W40  PREMIUN MBA 229.1. LONG LIFE      LUBRICANTE EXTRA LARGA VIDA,TRUE,"Es un lubricante 15W40 Premium formulado para motores diesel. Formulado con bases lubricantes parafínicas refinadas y de tecnología sintética y un nuevo paquete de aditivos para cumplimentar categorías de servicio A.P.I.- CI4. Es un aceite lubricante multigrado de muy alto rendimiento para motores diesel / nafteros modernos y de servicio pesado VHP de aspiración natural o sobrealimentados con o sin inyección electrónica, su característica más sobresaliente y en particular es para aquellos que operan con combustibles con alto o bajo contenido de azufre. La refinación de tecnología sintética de la base lubricante asegura un lubricante libre de productos susceptibles de oxidación durante el tiempo de prestación de servicio del DHL5 Premium. El paquete de aditivos garantiza la limpieza interna del motor en todo sus movimientos.",,1,['Vehículos'],Aceite de Carter,Tambor 200 Litros Tambor 100 Litros Balde 20 Litros Bidón 4 Litros Bidón de 1 Litro
2310,DHL 5 15W40- 10W40 - SINTETICO. MBA 229.1 LONG LIFE  -  LUBRICANTE EXTRA LARGA VIDA -,TRUE,"Es un lubricante Sintético formulado para motores diesel, de nuevo diseño y de muy alto rendimiento, ofrece características sobresalientes en particular para aquellos que funcionan con combustibles con bajo contenido de azufre.\nAceite lubricante sintético PAO-ESTER para motores de servicios severos de larga permanencia dentro del carter y con un elevado número de reserva alcalina, estable a la oxidación y con aditivo antidesgaste / con excelente dispersión del hollín formado durante la combustión.\nDiseñado para motores diesel / nafteros modernos y de servicio pesado VHP de aspiración natural o sobrealimentados con o sin inyección electrónica. La alta resistencia térmica de su base sintética PAO-Ester asegura la larga vida, prestación de servicio y no incremento de su viscosidad. El paquete de aditivos garantiza la limpieza interna del motor en todos sus movimientos.\n",,1,['Vehículos'],Aceite de Carter,Tambor 200 Litros Tambor 100 Litros Balde 20 Litros Bidón 4 Litros Bidón de 1 Litro
3100,TRANSMISION 250 - GL1,TRUE,"Esta línea de lubricantes parafínicos, es del tipo mineral puro, con refinación adecuada a su aplicación, tiene buena estabilidad química y adherencia al metal, lo que permite protegerlo mínimamente contra el desgaste. \n• No posee aditivos antidesgaste.\n• Tiene aditivos antiespumante y antioxidante.\n• Son formulados con bases refinadas, claras y transparentes \nSe emplea para lubricar cajas de velocidad y engranajes que no están sometidas a condiciones severas ya sea por el diseño o por la carga que soportan\n",,1,"['Agro', 'Vehículos']",CAJA Y DIFERENCIAL,Tambor 200 Litros Tambor 100 Litros Balde 20 Litros Bidón 4 Litros Pomo 450cc
3600,HIPOIDAL 85W 14O GL5,TRUE,"En respuesta a los modernos avances de diseños en cajas de cambios y diferenciales, las cuales se encuentran sometidos cada día a mayores sobrecargas de trabajo en espacios reducidos a temperaturas elevadas y prestaciones más severas de servicio, KANSACO ha desarrollado esta línea de lubricantes multigrado de alto rendimiento para cumplir satisfactoriamente estos requerimientos con un sobresaliente comportamiento.
\n• Mayor suavidad de accionamiento al seleccionar velocidades a bajas o altas temperaturas de servicio.
\n• Mejor protección antiherrumbre y antidesgaste.
\n• Seguridad de adecuada lubricación durante todo el año y en todo el país, sin inconvenientes por
\ncambios de climas.
\n• Mayor vida útil del lubricante y de los engranajes.
\n• Formulado con aditivos antiespumante, antidesgaste - extrema presión, anticorrosión y antioxidante.",,1,['Vehículos'],CAJA Y DIFERENCIAL,Tambor 200 Litros Tambor 100 Litros Balde 20 Litros Bidón 4 Litros Pomo 450cc
3700,HELIKAN  EP 80W,TRUE,Es un lubricante monogrado para cajas de velocidades manuales facilitando los cambios de marcha con gran suavidad con un aceite de baja viscosidad.\nDiseñado con aceites lubricantes hidrotratados para lograr alta resistencia a la oxidación acompañados con una porción de aceites sintéticos para asegurar el movimiento a bajas temperaturas\ny un importante paquete de aditivos que provocan la disminución del coeficiente de rozamiento asegurando alta resistencia de película lubricante (240 kg.) y además evita la formación de espuma.\n,,1,['Vehículos'],CAJA Y DIFERENCIAL,Tambor 200 Litros Tambor 100 Litros Balde 20 Litros Bidón 4 Litros Bidón 1 Litro
3750,HELIKAN II 75W80 PREMIUM,TRUE,"Aceite lubricante semisintético que asegura mayor facilidad durante los cambios de velocidad en épocas de frío pero manteniendo sus cualidades lubricantes en altas temperaturas, en ambos casos la cuña lubricante es excepcional, lo que asegura un óptimo funcionamiento y un resguardo de los componentes de la caja durante un tiempo prolongado.\nMuy buen coeficiente de fricción, poder antiespumante, alto índice de viscosidad, antioxidante y antierrumbe.",,1,['Vehículos'],CAJA Y DIFERENCIAL,Tambor 200 Litros Tambor 100 Litros Balde 20 Litros Bidón 4 Litros Bidón 1 Litro
3760,HIPOIDAL 75W SINTETICO,TRUE,"Lubricante 100% sintético de baja viscosidad especial para caja de cambios manuales, nos permite un arranque en frio optimizado y un excelente comportamiento a viscosidad/temperatura estable. Aceite de engranaje SAE 75W.\nGrado de viscosidad adecuado a las modernas exigencias de los mecanismos que así lo requieran. Buenas características de lubricación y untuosidad. Buenas propiedades de extrema presión. Elevadas características antidesgaste. Elevada estabilidad térmica. Alta resistencia a la corrosión y formación de herrumbre. Utilización para todo clima. Buenas cualidades emulsionantes. Baja formación de espuma. Cambio de marchas muy suave y sin vibraciones, aumento significativo de la vida útil de la transmisión.\n",,1,['Vehículos'],CAJA Y DIFERENCIAL,Tambor 200 Litros Tambor 100 Litros Balde 20 Litros Bidón 1 Litro
3900,KANBLOCK AUTOBLOCANTE,TRUE,"Aceite lubricante multipropósito de extrema presión para diferenciales autoblocantes. \nEstá formulado para superar las exigencias de requerimientos de la clasificación de servicio A.P.I. GL5. Diseñado con aceites lubricantes hidrotratados para lograr alta resistencia a la oxidación acompañados con aceites untuosos para mejorar adherencia de película y lubricidad y una porción de sintético para asegurar movilidad a bajas temperaturas ( - 20º C).\nEl paquete de aditivos es de último diseño de extrema presión y modificadores del coeficiente de rozamiento.\nEste lubricante fue desarrollado especialmente para autoblocantes de autos, camionetas, pick-ups y vehículos 4x4 con especificaciones A.P.I GL5 Recomendaciones de este lubricante para engranajes y cojinetes automotrices de caja y diferencial según manual del fabricante que operan bajo condiciones severas de temperatura y carga.\n",,1,['Vehículos'],CAJA Y DIFERENCIAL,Tambor 200 Litros Tambor 100 Litros Balde 20 Litros Pomo 450cc
4000,AUTOMATICO 303 • ATF,TRUE,"El ATF - Dexron Automático 303 está recomendado para la lubricación de transmisiones automáticas de todos los vehículos que requieran fluidos de calidad DEXRON II, de igual manera pueden utilizarse en cajas de dirección, equipos VOITH, cajas de velocidades ZF y las de vehículos de pasajeros Mercedes Benz.
\nPara variadores de velocidad y complementos si así lo requiere el fabricante.
\nMuy buena resistencia a la oxidación, indispensable parámetro de comportamiento teniendo en cuenta las elevadas temperaturas que se generan en este tipo de transmisiones automáticas.
\nCompatibilidad total con materiales tales como elastómeros y plásticos, lo cual reduce los costosos y tediosos desarmes que dan lugar las permanentes averías de retenes y juntas.
\nAlto índice de viscosidad, ofreciendo fluidez a bajas temperaturas y una adecuada viscosidad a altas temperaturas de trabajo. Esta cualidad garantiza un funcionamiento estable del mecanismo, independientemente de la temperatura.",,1,['Vehículos'],CAJA AUTOMÁTICA,"Balde 20 Litros, Botella 500cc, Tambor 100 Litros, Tambor 200 Litros"
4050,AUTOMATICO 304 • ATF,TRUE,"Formulado con aceites sintéticos y aditivos especiales que confieren gran soporte a las presiones extremas y aditivos de lubricidad, antiespumantes y anticorrosivos.\nMuy buena resistencia a la oxidación.\nCompatibilidad con materiales como elastómeros y plásticos.\nAlto índice de viscosidad lo que permite que se utilice en amplios rangos térmicos.\nLarga Vida: Mejor estabilidad térmica para vida más larga del fluido.\nFue diseñado para ser utilizado en cajas de cambios de transmisiones automáticas ó semiautomáticas, aplicaciones hidráulicas como en las direcciones asistidas.\n",,1,['Vehículos'],CAJA AUTOMÁTICA,Tambor 200 Litros Tambor 100 Litros Balde 20 Litros Bidón 1 Litro
4055,AUTOMATICO 305 • ATF,TRUE,"Lubricante sintético con aditivos especiales que confieren gran soporte a las presiones extremas y aditivos de lubricidad, antiespumantes y anticorrosivos.\nDiseñado para ser utilizado en cajas de cambios de transmisiones automáticas ó semiautomáticas, aplicaciones hidráulicas como en las direcciones asistidas cuando se recomienda utilizar un fluido de transmisión automática que cumplimente la especificación GM DEXRON VI\nResponde las exigencias de constructores para sus cajas de cambo automáticas de última generación. PORSCHE. AUDI. BMW. CITROEN. PEUGEOT. VOLKSWAGEN. HONDA, etc.\n",,1,['Vehículos'],CAJA AUTOMÁTICA,Tambor 200 Litros Tambor 100 Litros Balde 20 Litros Bidón 1 Litro
4100,MULTIHIDRÁULICO AGRICOLA SAE 20,TRUE,"El constante desarrollo tecnológico ha posibilitado la formulación de un producto de múltiple función que KANSACO ofrece al mercado atendiendo los requerimientos de lubricación en maquinaria de servicio pesado (agrícola, vial y minera) donde el fluido deberá comportarse como aceite para engranaje, como fluido en sistemas hidráulicos y en algunos equipos como baño para frenos húmedos, transmisiones, mandos finales, convertidores de torque, que utilizan un depósito común de fluido lubricante.",,1,"['Agro', 'Agro']",CAJA Y DIFERENCIAL - MANDOS FINALES Y FRENOS,Tambor 200 Litros Tambor 100 Litros Balde 20 Litros
4112,MULTIHIDRÁULICO AGRICOLA PREMIUM,TRUE,"Elaborado con aceites hidrotratados acompañado de un paquete de aditivos para cumplir performance de Caterpillar TO-4 y Allison C4. Para su transmisión, mandos manuales y caja reductora. El Multi-Hidráulico Agrícola Premium otorga un excelente control de la fricción, una excelente resistencia a la degradación por aumento de temperatura de trabajo, una muy buena protección anticorrosiva, propiedades que garantizan una larga prestación de servicio extendiendo el cambio del lubricante.",,1,"['Agro', 'Agro']",CAJA Y DIFERENCIAL - MANDOS FINALES Y FRENOS,Tambor 200 Litros Tambor 100 Litros Balde 20 Litros
,MULTIHIDRÁULICO AGRICOLA SINTÉTICO,TRUE,"Es un aceite lubricante sintético acompañado de un paquete de aditivos para cumplir performance de Caterpillar TO-4 y Allison C4. Para su transmisión, mandos manuales y caja reductora. El Multi-Hidráulico Agrícola Sintético otorga un excelente control de la fricción, una excelente resistencia a la degradación por aumento de temperatura de trabajo, una muy buena protección anticorrosiva, propiedades que garantizan una larga prestación de servicio extendiendo el cambio del lubricante.",,1,"['Agro', 'Agro']",CAJA Y DIFERENCIAL - MANDOS FINALES Y FRENOS,Tambor 200 Litros Tambor 100 Litros Balde 20 Litros
4150,MULTIHIDRÁULICO - AGROKAN VIAL,TRUE,"Cumple servicio para lubricación en maquinaria de servicio pesado vial
\nLubricante para nuevas maquinarias presentadas en el mercado.
\nLos fabricantes antes mencionados requieren de un nuevo aceite lubricante universal para transmisiones de tractores nivel A.P.I CD – SAE 10 W.
\n• Controla vibración en frenos
\n• Elevado índice de viscosidad.
\n• Bajo punto de escurrimiento.
\n• Excelente propiedad anti desgaste.
\n• Buena resistencia a la oxidación o espesamiento.
\n• Capacidad inhibidora de la corrosión.
\n• Protege los discos de embrague.
\n• Evita patinamientos en transmisiones.",,1,"['Agro', 'Vehículos']",CAJA Y DIFERENCIAL - MANDOS FINALES Y FRENOS,Tambor 200 Litros Tambor 100 Litros Balde 20 Litros
3200,MAICERO,TRUE,"Es un aceite lubricante sintético acompañado de un paquete de aditivos para cumplir performance de Caterpillar TO-4 y Allison C4. Para su transmisión, mandos manuales y caja reductora. El Multi-Hidráulico Agrícola Sintético otorga un excelente control de la fricción, una excelente resistencia a la degradación por aumento de temperatura de trabajo, una muy buena protección anticorrosiva, propiedades que garantizan una larga prestación de servicio extendiendo el cambio del lubricante.. J.Deere, M.Freguson, Deutz, Fahr, Fiat, Ford, A. Chlamers, Harvester, y equipos agrícolas como ser cosechadoras, sembradoras, Caterpillar TO-4, Allison C-4, Komatsu, New Holland CASE Nivel A.P.I. CD de Caterpillar TO-4 - Allison C4",,1,['Agro'],CAJA Y DIFERENCIAL,Tambor 200 Litros Tambor 100 Litros Balde 20 Litros
5700-5800-5900-6000-6100-6200-6300-6400-6500-6600,HIDRÁULICO SP,TRUE,"Aceite de óptima refinación más un polímero para elevar el índice de viscosidad con alta resistencia al cizallanniento. Con aditivos antioxidantes, antiesumantes y antidesgaste.\nProductos que proporcionan máxima protección a las bombas hidráulicas en aplicaciones industriales de alto rendimiento y en áreas ambientales sensibles.\nFormulados para sistemas hidráulicos y transmisiones hidsroestáticas. Trasladados por bombas Vickers o bien a engranajes en sistemas hidráulicos, controles hidrodinámicos de máquinas herramientas.\nKANSACO produce hidráulicos de distintas viscosidades que van desde ISO 10 al ISO 220. También cuenta con hidráulicos Premium, multigrados y sintéticos. Hidráulicos especiales para bajas temperaturas y biodegradables.\n",,1,['Industrial'],SISTEMAS HIDRÁULICOS,Tambor 200 Litros Tambor 100 Litros Balde 20 Litros Bidon 1 Litro (SOLAMENTE ISO 68)
6120-6220,HIDRÁULICO PREMIUM SP,TRUE,"Son productos que cumplen los requerimientos de los más altos estándares para lubricantes hidráulicos con una mayor resistencia térmica , mejor resistencia a la oxidación y mejor lubricidad.",,1,['Industrial'],SISTEMAS HIDRÁULICOS,Tambor 200 Litros Tambor 100 Litros Balde 20 Litros
6710,HIDRÁULICO SINTÉTICOS SP,TRUE,"Son productos que cumplen los requerimientos de los más altos estándares para lubricantes hidráulicos con una mayor resistencia térmica , mejor resistencia a la oxidación y mejor lubricidad. Lubricante larga vida y con todos los beneficios que brinda un aceite sintético.",,1,['Industrial'],SISTEMAS HIDRÁULICOS,Tambor 200 Litros Tambor 100 Litros Balde 20 Litros
6715,HIDRÁULICO BIO,TRUE,"Aceite lubricante vegetal. Está diseñado con un aditivo de suave presión, antioxidante, antiespumante. Tiene alto índice de viscosidad (208) y un punto de congelación de -10°C, alta resistencia a la degradación térmica, excelente filtrabilidad, excelente lubricidad, Ofrece una buena cuña lubricante. 100% biodegradable en todos los ecosistemas. Se usan en engranajes en sistemas hidráulicos de maquinarias agrícolas, reductores medianos y pequeños con contacto directo a espejos de agua, de lagunas o canales y diques de contención. Y todas aquellas maquinarias o elementos industriales que deban tener un lubricante totalmente biodegradable por algún contacto de éstos con el medio ambiente.",,1,['Industrial'],SISTEMAS HIDRÁULICOS,Tambor 200 Litros Tambor 100 Litros Balde 20 Litros
6700,HIDRÁULICO MULTIGRADO,TRUE,"Estos productos multigrados tienen un elevado índice de viscosidad, es por esto que su cuña o película lubricante permanece manteniendo la viscosidad a pesar de la elevada temperatura de trabajo. Mantiene mejor la presión hidraulica a pesar del aumento de la temperatura. Especialmente diseñado para aquellos equipos donde por motivos de la intensidad de trabajo, elevan la temperatura del lubricante variando su performance de servicio. Esto solo se evita con lubricante hidráulico multigrado.\n",,1,['Industrial'],SISTEMAS HIDRÁULICOS,Tambor 200 Litros Tambor 100 Litros Balde 20 Litros
8100-8200-8300-8400-8500-8600-8650,HIPOIDE REDUCTOR,TRUE,Aceite lubricante mineral desarrollado para reductores industriales bajo régimen de servicio pesado (H.D) y larga vida de servicio.Excelente estabilidad térmica. Excelente resistencia a la oxidación (larga vida de uso). Optima protección a la corrosión.\n,,1,['Industrial'],SISTEMAS DE ENGRANAJES Y REDUCTORES,Tambor 200 Litros Tambor 100 Litros Balde 20 Litros
8110-8210-8310-8410-8510,HIPOIDE REDUCTOR SINTÉTICO,TRUE,Lubricante sintético desarrollado para reductores industriales bajo régimen de servicio pesado (H.D.) y larga vida de servicio. Formulamos este producto con diesteres y polialfaolefinas más un paquete de aditivos para cumplir performance requeridas a este lubricante sintético. Por las características de sus bases lubricantes este producto es de larga vida y excelente filtrabilidad y su cuña lubricante tiene baja tracción en las zonas de carga evitando el aumento de temperatura del fluído.,,1,['Industrial'],SISTEMAS DE ENGRANAJES Y REDUCTORES,Tambor 200 Litros Tambor 100 Litros Balde 20 Litros
8535-8615,HIPOIDE EXTRA,TRUE,"Lubricante de excelente refinación y viscosidad. Por los aditivos utilizados, Los Hipoides Extra cumplimenta la Norma WGk1 (Alemana) de contaminación acuífera. Excelente estabilidad térmica. Excelente resistencia a la oxidación (larga vida de uso). Optima protección a la corrosión. Excelente control de espuma. Aumento de la resistencia a la extrema presión.\nExcelente estabilidad térmica. Soporta cargas altas y diferentes temperaturas. \n\n",,1,['Industrial'],SISTEMAS DE ENGRANAJES Y REDUCTORES,Tambor 200 Litros Tambor 100 Litros Balde 20 Litros
12260,ENGRAKAN,TRUE,"Es un lubricante formulado con productos sintéticos y aditivos especiales que confieren a la película lubricante una gran tenacidad y muy buena resistencia a la rotura ( formando un cuello lubricante en cojinetes a bajas R.P.M.), soportando presiones extremas garantizando la lubricación de ejes y cojinetes en condiciones normales de uso. Gran adhesividad y resistencia de película. Para lubricar grandes engranajes, ejes y cojinetes en la industria del cemento, minería y acerías.",,1,['Industrial'],SISTEMAS DE ENGRANAJES Y REDUCTORES ABIERTOS,Tambor 200 Litros Tambor 100 Litros Balde 20 Litros
7300-7400,FRIFORÍFICO 1_2,TRUE,"Su uso es en cilindros de compresores frigoríficos, equipos comerciales, herramientas neumáticas, etc. En equipos frigoríficos que utilicen gases tradicionales.",,1,['Industrial'],SISTEMAS FRIGORÍFICOS,Tambor 200 Litros Tambor 100 Litros Balde 20 Litros Bidón 4 Litros Bidón 1 Litro
7410-7420,FRIFORÍFICO SEMISINTETICO W,TRUE,Aceite lubricante semisintético libre de micro y macro parafinas desarrollado para lubricar compresores y sistemas industriales de refrigeración,,1,['Industrial'],SISTEMAS FRIGORÍFICOS,Tambor 200 Litros Tambor 100 Litros Balde 20 Litros Bidón 4 Litros Bidón 1 Litro
7421-7422-7423,ACEITE LUBRICANTE SINTÉTICO PARA REFRIGERACIÓN,TRUE,"Lubricante sintético de alta resistencia a la oxidación y de una excepcional capacidad de lubricación en altas y bajas temperaturas (-46ºC). Última Generación de Aceites Sintéticos Petroquímicos para refrigeración. • Extiende los períodos de cambio del lubricante. \n• No presenta ninguna reacción química con el gas a recircular y comprimir. \n• No contiene ni micro ni macro parafinas. \n• Tiene un excelente paquete antioxidante y anticorrosivo. \n• No es Higroscópico. No toma agua del medio ambiente aún en saturación. \n• Miscible con los gases refrigerantes en recirculación, permite su total separación de los mismos en el retorno. \n• Asegura no permanecer en el serpentín de enfriamiento. \n",,1,['Industrial'],SISTEMAS DE REFRIGERACIÓN,Tambor 200 Litros Tambor 100 Litros Balde 20 Litros Bidón 4 Litros Bidón 1 Litro
13580 - 1590,COMPRESOR CR 32-68 ROTATIVO,TRUE,"Especialmente formulado para lubricar equipos compresores de aire rotativos, es un aceite lubricante refinado hidrotratado, formulado con aditivos dispersantes, detergentes, anticorrosivos y antiespumantes de última generación.\n.No deja cenizas al quemarse.\n.Buena movilidad a bajas temperaturas.\n.Buena demulsividad.\n",,1,['Industrial'],LUBRICANTES PARA COMPRESORES,Tambor 200 Litros Tambor 100 Litros Balde 20 Litros
7500-7600-7700-7800-7900,MAQUINADO 1-2-4-5-6-BROCHADO,TRUE,"Aceites minerales alta refinación claros y transparentes no produce humos, nieblas, ni olores en el medio ambiente. Aceite para mecanizar metales con distintos aditivos, según la prestación de servicio que se le exija.",,1,['Industrial'],LUBRICANTE PARA MECANIZADO DE METALES,Tambor 200 Litros Tambor 100 Litros Balde 20 Litros Bidon 1 Litro (SOLAMENTE MAQUINADO 2)
9900,KANBRU p/  BRUÑIDO,TRUE,"Son aceites minerales claros y transparentes, protege la herramienta y otorga una superficie mejor terminada. Cumpliendo con la lubricidad y refrigeración de la pieza y herramienta. Contiene aditivos anticorrosivos y de desbaste. Se utiliza para bruñir metales con herramientas de piedra o diamantado. Excelente acabado final.",,1,['Industrial'],LUBRICANTE PARA MECANIZADO DE METALES,Tambor 200 Litros Tambor 100 Litros Balde 20 Litros
